receipt_no,sale_datetime,item_code,size,qty,unit_price,member_id,payment
NM-000312,10/01/2569 18:53,C03,S,1,55,M0603,CARD
NM-000313,10/01/2569 19:05,T01,M,1,55,M0520,CASH
NM-000314,11/01/2569 07:13,T05,M,1,60,,QR
NM-000315,11/01/2569 07:33,C03,M,1,65,M0718,QR
NM-000315,11/01/2569 07:33,B01,,1,55,M0718,QR
NM-000316,11/01/2569 07:36,C02,L,2,65,M0145,QR
NM-000317,11/01/2569 08:00,C02,S,1,45,,CARD
NM-000317,11/01/2569 08:00,B01,,1,55,,CARD
NM-000318,11/01/2569 08:08,T04,M,2,,,QR
NM-000318,11/01/2569 08:08,C01,L,1,65,,QR
NM-000319,11/01/2569 08:49,C03,S,1,55,,QR
NM-000319,11/01/2569 08:49,B03,,1,85,,QR
NM-000320,11/01/2569 09:11,B04,,3,75,M0712,CASH
NM-000321,11/01/2569 09:22,C05,S,1,60,,QR
NM-000321,11/01/2569 09:22,T02,S,1,60,,QR
NM-000322,11/01/2569 09:42,C06,M,1,75,,CASH
NM-000323,11/01/2569 10:02,C04,M,1,65,,CASH
NM-000323,11/01/2569 10:02,T01,L,1,6500,,CASH
NM-000324,11/01/2569 10:28,C02,M,2,55,,CARD
NM-000325,11/01/2569 10:37,C03,M,1,65,,QR
NM-000325,11/01/2569 10:37,B03,,1,85,,QR
NM-000326,11/01/2569 11:25,T02,,2,70,,QR
NM-000327,11/01/2569 11:29,B03,,1,85,,QR
NM-000328,11/01/2569 11:34,C03,M,1,65,,CASH
NM-000329,11/01/2569 12:41,C03,M,1,65,,QR
NM-000329,11/01/2569 12:41,B03,,1,85,,QR
NM-000330,11/01/2569 12:42,T03,S,1,40,,QR
NM-000331,11/01/2569 12:48,C03,M,1,65,M0538,CARD
NM-000331,11/01/2569 12:48,T03,L,1,60,M0538,CARD
NM-000332,11/01/2569 12:57,T05,L,1,70,,CASH
NM-000333,11/01/2569 13:19,C03,M,2,65,,CARD
NM-000333,11/01/2569 13:19,B03,,1,85,,CARD
NM-000334,11/01/2569 13:38,B01,,1,,,QR
NM-000334,11/01/2569 13:38,B03,,1,85,,QR
NM-000335,11/01/2569 13:47,C02,M,1,55,,QR
NM-000336,11/01/2569 14:02,B04,,1,75,M0226,CASH
NM-000337,11/01/2569 14:02,B01,,1,55,,CASH
NM-000337,11/01/2569 14:02,C06,M,1,75,,CASH
NM-000338,11/01/2569 14:12,B03,,1,85,M0018,QR
NM-000339,11/01/2569 14:40,B04,,3,75,,CARD
NM-000340,11/01/2569 15:52,T01,M,1,55,M0339,QR
NM-000340,11/01/2569 15:52,B02,,1,50,M0339,QR
NM-000341,11/01/2569 15:57,C06,M,1,75,M0252,QR
NM-000342,11/01/2569 16:04,B04,,1,75,M0657,CASH
NM-000343,11/01/2569 16:57,C02,M,2,55,,CASH
NM-000343,11/01/2569 16:57,B01,,1,,,CASH
NM-000344,11/01/2569 17:37,T02,M,1,70,M0745,CARD
NM-000345,11/01/2569 17:48,B01,,3,55,,CASH
NM-000346,11/01/2569 17:54,B01,,1,55,,CASH
NM-000347,11/01/2569 18:22,T01,M,1,55,,QR
NM-000347,11/01/2569 18:22,B02,,1,50,,QR
NM-000347,11/01/2569 18:22,T03,M,1,50,,QR
NM-000348,11/01/2569 18:30,C02,L,1,65,,QR
NM-000349,11/01/2569 18:37,C06,,1,85,,QR
NM-000350,11/01/2569 19:17,C01,L,1,65,,QR
NM-000350,11/01/2569 19:17,B04,,1,75,,QR
NM-000350,11/01/2569 19:17,T05,M,1,60,,QR
NM-000351,11/01/2569 19:39,T02,M,2,70,,CASH
NM-000352,12/01/2569 07:20,T01,,1,65,M0442,CARD
NM-000352,12/01/2569 07:20,B02,,1,50,M0442,CARD
NM-000353,12/01/2569 07:21,B01,,1,55,,QR
NM-000354,12/01/2569 07:31,C06,L,2,85,,CARD
NM-000355,12/01/2569 07:36,T01,M,1,55,,QR
NM-000355,12/01/2569 07:36,B02,,1,50,,QR
NM-000356,12/01/2569 08:00,C06,S,1,65,,QR
NM-000357,12/01/2569 08:30,C02,S,1,45,M0382,CARD
NM-000357,12/01/2569 08:30,T04,M,1,60,M0382,CARD
NM-000358,12/01/2569 08:32,C02,M,2,55,,QR
NM-000359,12/01/2569 08:39,B03,,1,85,,CARD
NM-000360,12/01/2569 09:28,B03,,1,85,,QR
NM-000361,12/01/2569 09:35,C02,L,1,65,,QR
NM-000361,12/01/2569 09:35,B04,,1,75,,QR
NM-000362,12/01/2569 10:01,C01,M,1,55,,CASH
NM-000363,12/01/2569 10:40,C03,L,3,75,M0256,CARD
NM-000363,12/01/2569 10:40,B02,,1,50,M0256,CARD
NM-000364,12/01/2569 10:51,C02,L,2,65,M0543,QR
NM-000365,12/01/2569 11:26,T02,M,1,70,,QR
NM-000366,12/01/2569 12:56,T02,L,1,80,,CARD
NM-000367,12/01/2569 13:05,C02,L,1,65,,QR
NM-000367,12/01/2569 13:05,B01,,1,55,,QR
NM-000368,12/01/2569 13:15,T02,M,1,70,M0349,QR
NM-000369,12/01/2569 13:25,T05,M,1,60,M0051,CASH
NM-000370,12/01/2569 13:48,C05,M,1,70,,CARD
NM-000371,12/01/2569 15:22,C04,M,1,65,,CASH
NM-000371,12/01/2569 15:22,B02,,1,50,,CASH
NM-000372,12/01/2569 15:36,C02,M,1,55,,CARD
NM-000372,12/01/2569 15:36,B01,,1,55,,CARD
NM-000373,12/01/2569 16:01,B01,,1,,,QR
NM-000374,12/01/2569 18:44,B01,,1,55,,QR
NM-000374,12/01/2569 18:44,T02,S,1,60,,QR
NM-000375,12/01/2569 18:53,C01,M,2,55,,CARD
NM-000375,12/01/2569 18:53,B04,,1,75,,CARD
NM-000376,13/01/2569 07:20,B02,,1,50,M0012,QR
NM-000377,13/01/2569 08:21,B03,,2,85,,CASH
NM-000378,13/01/2569 08:34,B02,,1,50,M0419,QR
NM-000379,13/01/2569 08:44,T03,L,1,60,,QR
NM-000380,13/01/2569 09:10,T04,L,1,70,,QR
NM-000381,13/01/2569 09:19,C01,M,-2,55,,CASH
NM-000381,13/01/2569 09:19,B04,,1,75,,CASH
NM-000382,13/01/2569 09:25,C05,S,2,60,M0480,CARD
NM-000382,13/01/2569 09:25,B02,,1,50,M0480,CARD
NM-000383,13/01/2569 09:46,T04,L,1,70,,QR
NM-000384,13/01/2569 09:57,C02,M,1,55,M0112,QR
NM-000384,13/01/2569 09:57,B01,,1,55,M0112,QR
NM-000385,13/01/2569 10:26,B04,,1,75,M0133,QR
NM-000386,13/01/2569 10:27,C03,S,1,55,,QR
NM-000386,13/01/2569 10:27,T01,L,1,65,,QR
NM-000387,13/01/2569 10:30,C05,M,2,70,M0090,CARD
NM-000388,13/01/2569 11:01,B01,,1,55,,QR
NM-000389,13/01/2569 11:32,C05,M,1,70,M0522,QR
NM-000389,13/01/2569 11:32,C02,L,1,65,M0522,QR
NM-000390,13/01/2569 12:02,C03,,1,65,,CASH
NM-000391,13/01/2569 12:10,C04,M,1,65,,CASH
NM-000392,13/01/2569 12:10,T02,L,1,80,M0743,QR
NM-000393,13/01/2569 12:27,T02,M,2,70,,QR
NM-000394,13/01/2569 13:01,B01,,1,55,M0424,QR
NM-000395,13/01/2569 13:11,B01,,2,55,,CASH
NM-000396,13/01/2569 13:12,C02,S,1,45,M0208,QR
NM-000396,13/01/2569 13:12,B01,,1,55,M0208,QR
NM-000396,13/01/2569 13:12,T01,S,1,45,M0208,QR
NM-000397,13/01/2569 13:30,T02,M,1,70,,QR
NM-000398,13/01/2569 00:08,C02,M,1,55,,QR
NM-000399,13/01/2569 14:58,T01,M,1,55,,QR
NM-000400,13/01/2569 17:59,C04,M,2,65,M0198,CARD
NM-000400,13/01/2569 17:59,T02,M,1,70,M0198,CARD
NM-000401,13/01/2569 18:33,B02,,1,50,,CASH
NM-000401,13/01/2569 18:33,T01,L,1,65,,CASH
NM-000402,14/01/2569 07:16,B03,,2,85,M0631,QR
NM-000403,14/01/2569 07:25,C03,L,1,75,,CASH
NM-000403,14/01/2569 07:25,B03,,1,85,,CASH
NM-000404,14/01/2569 07:33,C01,M,1,55,,CARD
NM-000404,14/01/2569 07:33,B04,,1,75,,CARD
NM-000405,14/01/2569 07:54,T05,L,1,70,,QR
NM-000406,14/01/2569 08:13,C02,S,1,45,,QR
NM-000407,14/01/2569 08:48,B01,,1,55,,CASH
NM-000408,14/01/2569 09:04,C06,L,1,85,M0470,CARD
NM-000409,14/01/2569 09:16,B02,,1,50,,QR
NM-000409,14/01/2569 09:16,T02,M,1,70,,QR
NM-000410,14/01/2569 09:24,C01,L,1,65,M0782,QR
NM-000411,14/01/2569 09:56,B01,,1,55,M0627,CARD
NM-000412,14/01/2569 09:59,T04,L,1,70,,CASH
NM-000413,14/01/2569 10:00,C03,S,1,55,M0031,QR
NM-000413,14/01/2569 10:00,B04,,1,75,M0031,QR
NM-000414,14/01/2569 10:01,T01,M,1,55,,QR
NM-000414,14/01/2569 10:01,B02,,1,50,,QR
NM-000415,14/01/2569 10:02,T02,M,1,70,,QR
NM-000415,14/01/2569 10:02,B02,,1,50,,QR
NM-000415,14/01/2569 10:02,C02,S,1,45,,QR
NM-000416,14/01/2569 10:14,C01,M,1,55,M0420,QR
NM-000416,14/01/2569 10:14,B04,,1,75,M0420,QR
NM-000417,14/01/2569 10:39,B02,,1,50,M0640,QR
NM-000418,14/01/2569 10:47,C03,M,2,65,M0521,QR
NM-000418,14/01/2569 10:47,B03,,1,85,M0521,QR
NM-000419,14/01/2569 10:48,T01,M,1,55,,CASH
NM-000419,14/01/2569 10:48,B02,,1,50,,CASH
NM-000420,14/01/2569 11:13,C01,S,1,,M0633,CASH
NM-000420,14/01/2569 11:13,B04,,1,75,M0633,CASH
NM-000421,14/01/2569 11:23,C02,L,1,65,,CARD
NM-000421,14/01/2569 11:23,B03,,1,85,,CARD
NM-000422,14/01/2569 12:51,C05,M,1,70,,QR
NM-000423,14/01/2569 13:18,C06,M,2,75,M0201,QR
NM-000423,14/01/2569 13:18,C02,L,1,,M0201,QR
NM-000424,14/01/2569 13:45,C01,M,1,55,,CASH
NM-000425,14/01/2569 14:01,T03,M,1,50,M0191,QR
NM-000426,14/01/2569 14:12,T01,M,1,,,QR
NM-000427,14/01/2569 14:18,T03,M,1,50,M0145,CARD
NM-000427,14/01/2569 14:18,B02,,1,50,M0145,CARD
NM-000428,14/01/2569 14:42,T05,,1,50,,QR
NM-000429,14/01/2569 15:09,C02,M,2,55,M0510,QR
NM-000430,14/01/2569 02:56,C04,M,1,65,,QR
NM-000431,14/01/2569 17:05,T02,L,1,80,,QR
NM-000431,14/01/2569 17:05,B04,,1,75,,QR
NM-000432,14/01/2569 17:28,T04,,1,60,M0166,CASH
NM-000432,14/01/2569 17:28,B04,,1,75,M0166,CASH
NM-000433,14/01/2569 17:48,T01,L,1,65,M0759,QR
NM-000433,14/01/2569 17:48,B02,,1,50,M0759,QR
NM-000434,14/01/2569 18:35,T01,M,1,55,M0168,QR
NM-000435,14/01/2569 18:36,T02,M,1,70,,QR
NM-000436,14/01/2569 18:45,T01,,1,55,,CASH
NM-000437,15/01/2569 07:26,C04,S,1,55,,QR
NM-000437,15/01/2569 07:26,B01,,1,55,,QR
NM-000437,15/01/2569 07:26,C03,M,1,65,,QR
NM-000438,15/01/2569 08:02,C02,M,1,55,,CARD
NM-000438,15/01/2569 08:02,B01,,1,55,,CARD
NM-000439,15/01/2569 08:17,C02,M,1,55,,CARD
NM-000440,15/01/2569 08:27,C05,,1,70,M0725,CASH
NM-000441,15/01/2569 09:06,C03,L,2,75,M0786,QR
NM-000442,15/01/2569 09:27,B03,,1,85,,QR
NM-000443,15/01/2569 09:29,T01,M,1,55,,CASH
NM-000443,15/01/2569 09:29,B02,,1,50,,CASH
NM-000443,15/01/2569 09:29,C05,M,1,70,,CASH
NM-000444,15/01/2569 10:12,C06,S,1,65,,QR
NM-000445,15/01/2569 10:31,T02,L,1,80,,QR
NM-000446,15/01/2569 11:01,B02,,1,50,,QR
NM-000447,15/01/2569 11:02,C03,S,1,55,,CASH
NM-000447,15/01/2569 11:02,B03,,1,85,,CASH
NM-000448,15/01/2569 11:18,C03,S,1,55,,QR
NM-000448,15/01/2569 11:18,B03,,1,85,,QR
NM-000449,15/01/2569 11:53,C03,L,1,75,,CASH
NM-000449,15/01/2569 11:53,B04,,1,75,,CASH
NM-000450,15/01/2569 11:57,T01,L,2,65,,QR
NM-000451,15/01/2569 11:57,T01,L,2,65,,QR
NM-000451,15/01/2569 11:57,B02,,1,50,,QR
NM-000452,15/01/2569 12:09,C03,M,1,65,M0651,QR
NM-000453,15/01/2569 12:15,T03,M,1,,,QR
NM-000454,15/01/2569 13:05,B04,,1,75,,CARD
NM-000455,15/01/2569 13:16,T01,M,1,55,,QR
NM-000455,15/01/2569 13:16,B02,,1,50,,QR
NM-000456,15/01/2569 13:20,C05,L,1,80,M0718,QR
NM-000457,15/01/2569 15:00,C05,M,1,70,,CASH
NM-000458,15/01/2569 15:38,T04,M,1,60,,CASH
NM-000458,15/01/2569 15:38,B04,,1,75,,CASH
NM-000459,15/01/2569 16:26,B04,,1,75,M0201,CARD
NM-000459,15/01/2569 16:26,B03,,1,85,M0201,CARD
NM-000460,15/01/2569 16:37,T04,S,2,50,M0484,CASH
NM-000461,15/01/2569 17:10,T05,M,1,60,M0636,CARD
NM-000461,15/01/2569 17:10,B04,,1,75,M0636,CARD
NM-000462,15/01/2569 17:18,B01,,1,55,,QR
NM-000463,15/01/2569 17:51,T02,M,1,70,,QR
NM-000464,15/01/2569 19:00,C01,L,1,65,M0009,CARD
NM-000465,15/01/2569 19:44,C02,M,1,55,,QR
NM-000465,15/01/2569 19:44,B01,,1,55,,QR
NM-000466,16/01/2569 07:36,C06,M,1,75,,QR
NM-000466,16/01/2569 07:36,B02,,1,50,,QR
NM-000466,16/01/2569 07:36,T02,S,1,60,,QR
NM-000467,16/01/2569 07:45,C03,M,1,65,,CARD
NM-000468,16/01/2569 07:59,C06,M,1,75,M0478,CASH
NM-000469,16/01/2569 08:05,C06,M,1,75,,QR
NM-000470,16/01/2569 08:12,C02,L,1,65,,QR
NM-000470,16/01/2569 08:12,T02,L,1,80,,QR
NM-000471,16/01/2569 08:15,B03,,1,,,QR
NM-000472,16/01/2569 08:17,T03,L,1,60,M0214,QR
NM-000472,16/01/2569 08:17,C05,M,1,70,M0214,QR
NM-000473,16/01/2569 08:19,T01,S,1,45,,QR
NM-000474,16/01/2569 08:43,T01,M,2,,M0113,CARD
NM-000474,16/01/2569 08:43,B02,,1,50,M0113,CARD
NM-000475,16/01/2569 08:57,C04,M,1,65,,QR
NM-000476,16/01/2569 09:37,B03,,1,85,,QR
NM-000477,16/01/2569 09:38,C03,M,1,65,M0610,QR
NM-000478,16/01/2569 09:59,B01,,1,55,,QR
NM-000479,16/01/2569 10:12,C03,S,2,55,,QR
NM-000479,16/01/2569 10:12,B03,,1,85,,QR
NM-000480,16/01/2569 10:19,T03,,1,50,,CARD
NM-000480,16/01/2569 10:19,B01,,1,55,,CARD
NM-000481,16/01/2569 10:58,C06,S,3,65,,CARD
NM-000481,16/01/2569 10:58,B01,,1,55,,CARD
NM-000481,16/01/2569 10:58,B01,,1,55,,CARD
NM-000482,16/01/2569 11:28,C05,S,1,60,,CASH
NM-000483,16/01/2569 11:40,T03,S,2,40,,QR
NM-000484,16/01/2569 11:49,C03,M,1,65,,CASH
NM-000485,16/01/2569 12:13,C06,M,1,75,,CARD
NM-000486,16/01/2569 12:34,T04,M,1,60,M0478,CASH
NM-000487,16/01/2569 12:40,T01,S,2,45,,QR
NM-000488,16/01/2569 14:38,B01,,1,55,,QR
NM-000488,16/01/2569 14:38,T03,M,1,50,,QR
NM-000489,16/01/2569 14:40,C04,S,1,55,M0643,CASH
NM-000490,16/01/2569 15:01,C01,M,1,55,,QR
NM-000490,16/01/2569 15:01,B04,,1,75,,QR
NM-000490,16/01/2569 15:01,T04,S,1,50,,QR
NM-000491,16/01/2569 15:02,T03,S,3,40,M0624,QR
NM-000492,16/01/2569 15:20,T01,S,1,45,M0230,QR
NM-000492,16/01/2569 15:20,C01,L,1,65,M0230,QR
NM-000493,16/01/2569 16:24,T01,M,1,55,M0604,QR
NM-000494,16/01/2569 16:29,T04,M,1,60,M0634,QR
NM-000495,16/01/2569 18:14,T05,M,1,60,,QR
NM-000496,16/01/2569 18:22,C03,S,1,55,,QR
NM-000496,16/01/2569 18:22,B03,,1,85,,QR
NM-000497,16/01/2569 19:37,T04,S,1,50,M0685,QR
NM-000498,16/01/2569 19:38,T04,L,1,70,,CARD
NM-000499,17/01/2569 07:14,C03,L,2,75,M0216,QR
NM-000500,17/01/2569 07:18,T01,M,1,55,,CASH
NM-000500,17/01/2569 07:18,B02,,1,50,,CASH
NM-000501,17/01/2569 07:29,B01,,1,55,M0208,QR
NM-000502,17/01/2569 07:51,T04,S,1,50,,QR
NM-000502,17/01/2569 07:51,B04,,1,75,,QR
NM-000503,17/01/2569 07:58,C04,M,1,65,,CASH
NM-000503,17/01/2569 07:58,C03,S,1,55,,CASH
NM-000504,17/01/2569 08:56,C02,L,1,65,,QR
NM-000505,17/01/2569 08:57,C03,L,1,75,M0543,CASH
NM-000506,17/01/2569 08:58,C02,S,1,45,,QR
NM-000506,17/01/2569 08:58,B01,,1,55,,QR
NM-000507,17/01/2569 09:27,T03,S,1,40,M0354,CASH
NM-000508,17/01/2569 09:51,T05,S,1,50,,QR
NM-000509,17/01/2569 09:55,C03,M,1,65,M0660,QR
NM-000509,17/01/2569 09:55,B03,,1,85,M0660,QR
NM-000510,17/01/2569 09:59,C02,M,1,55,M0694,QR
NM-000511,17/01/2569 10:08,T01,S,1,45,M0702,QR
NM-000511,17/01/2569 10:08,B02,,1,50,M0702,QR
NM-000512,17/01/2569 10:16,C03,L,1,75,,QR
NM-000513,17/01/2569 10:29,T02,S,2,60,,CARD
NM-000513,17/01/2569 10:29,B03,,1,85,,CARD
NM-000514,17/01/2569 10:32,C03,S,-2,55,,QR
NM-000514,17/01/2569 10:32,C05,M,1,70,,QR
NM-000515,17/01/2569 10:43,T01,S,1,45,,CARD
NM-000515,17/01/2569 10:43,B04,,1,75,,CARD
NM-000515,17/01/2569 10:43,B04,,1,75,,CARD
NM-000516,17/01/2569 10:44,C03,M,1,65,M0069,QR
NM-000516,17/01/2569 10:44,B03,,1,85,M0069,QR
NM-000517,17/01/2569 11:34,C03,S,1,55,,QR
NM-000518,17/01/2569 11:45,T01,L,1,65,M0149,CASH
NM-000519,17/01/2569 11:50,C06,L,1,85,,CARD
NM-000520,17/01/2569 12:16,C02,,1,45,,QR
NM-000520,17/01/2569 12:16,B01,,1,55,,QR
NM-000521,17/01/2569 12:24,B04,,1,75,M0342,CARD
NM-000522,17/01/2569 12:46,C02,M,1,55,,CASH
NM-000522,17/01/2569 12:46,C05,M,1,,,CASH
NM-000523,17/01/2569 12:50,C06,S,2,65,,QR
NM-000523,17/01/2569 12:50,C06,S,2,65,,QR
NM-000524,17/01/2569 13:33,B04,,1,75,M0219,QR
NM-000525,17/01/2569 13:44,T01,M,1,55,M0204,QR
NM-000525,17/01/2569 13:44,B02,,1,50,M0204,QR
NM-000526,17/01/2569 15:29,B02,,1,50,,CASH
NM-000527,17/01/2569 15:30,C06,M,1,75,,QR
NM-000528,17/01/2569 15:35,C03,M,1,65,,QR
NM-000529,17/01/2569 15:41,B04,,1,75,,CASH
NM-000530,17/01/2569 15:43,T02,S,1,60,,CASH
NM-000531,17/01/2569 15:58,C01,L,2,65,M0214,QR
NM-000531,17/01/2569 15:58,B04,,1,75,M0214,QR
NM-000532,17/01/2569 16:06,C03,M,1,65,M0118,QR
NM-000533,17/01/2569 16:53,B01,,1,55,M0407,QR
NM-000534,17/01/2569 17:13,C03,S,1,55,M0390,CARD
NM-000535,17/01/2569 17:24,C04,M,1,65,,QR
NM-000536,17/01/2569 17:41,T01,S,1,45,,QR
NM-000536,17/01/2569 17:41,B02,,1,50,,QR
NM-000537,17/01/2569 17:42,B01,,1,55,,CASH
NM-000538,17/01/2569 17:48,T04,M,1,60,,QR
NM-000539,17/01/2569 18:30,T01,S,1,45,,QR
NM-000539,17/01/2569 18:30,B02,,1,50,,QR
NM-000540,17/01/2569 18:55,T02,M,1,70,M0314,CASH
NM-000540,17/01/2569 18:55,B02,,1,50,M0314,CASH
NM-000541,17/01/2569 19:50,C05,S,1,60,,CASH
NM-000542,18/01/2569 07:04,C04,S,3,55,,QR
NM-000543,18/01/2569 07:07,B04,,1,75,,QR
NM-000544,18/01/2569 07:27,C03,M,3,65,,CARD
NM-000544,18/01/2569 07:27,B03,,1,85,,CARD
NM-000545,18/01/2569 08:23,C04,L,2,75,MO268,CASH
NM-000546,18/01/2569 08:47,C02,M,1,55,,CASH
NM-000546,18/01/2569 08:47,C01,S,1,45,,CASH
NM-000547,18/01/2569 09:01,T01,S,1,45,,QR
NM-000548,18/01/2569 09:10,C03,M,-1,65,M0092,QR
NM-000549,18/01/2569 09:14,T01,L,1,65,,CARD
NM-000549,18/01/2569 09:14,B02,,1,50,,CARD
NM-000550,18/01/2569 09:22,C03,M,1,65,,CASH
NM-000551,18/01/2569 09:43,B02,,1,50,M0641,CARD
NM-000552,18/01/2569 09:47,C03,L,1,75,,QR
NM-000553,18/01/2569 09:59,C03,S,1,55,M0503,QR
NM-000553,18/01/2569 09:59,B03,,1,85,M0503,QR
NM-000554,18/01/2569 10:04,C06,,1,75,,QR
NM-000555,18/01/2569 10:32,C04,L,1,75,M0793,QR
NM-000556,18/01/2569 11:16,T05,S,1,50,,QR
NM-000557,18/01/2569 11:17,C02,S,1,45,,CARD
NM-000558,18/01/2569 11:29,C04,S,1,55,M0111,CARD
NM-000558,18/01/2569 11:29,C05,M,1,70,M0111,CARD
NM-000559,18/01/2569 11:49,C06,M,2,75,M0372,CARD
NM-000560,18/01/2569 12:20,T02,L,2,80,,CARD
NM-000561,18/01/2569 12:47,C02,M,1,55,,CASH
NM-000561,18/01/2569 12:47,B01,,1,55,,CASH
NM-000561,18/01/2569 12:47,B01,,1,55,,CASH
NM-000562,18/01/2569 14:55,C03,M,1,65,,QR
NM-000563,18/01/2569 15:26,T01,S,1,45,,CASH
NM-000563,18/01/2569 15:26,B02,,1,50,,CASH
NM-000564,18/01/2569 15:32,C05,M,1,70,,CASH
NM-000565,18/01/2569 15:47,B02,,1,50,,QR
NM-000566,18/01/2569 17:08,B04,,1,75,,CARD
NM-000567,18/01/2569 17:14,B02,,1,50,,CASH
NM-000568,18/01/2569 17:48,B01,,1,55,M0263,QR
NM-000569,18/01/2569 18:39,C01,L,1,65,,QR
NM-000569,18/01/2569 18:39,B04,,1,75,,QR
NM-000570,18/01/2569 18:41,T04,L,1,70,,CASH
NM-000571,18/01/2569 18:55,T04,M,1,60,,QR
NM-000572,18/01/2569 19:08,T01,M,1,55,M0027,QR
NM-000572,18/01/2569 19:08,B02,,1,50,M0027,QR
NM-000572,18/01/2569 19:08,C04,M,1,65,M0027,QR
NM-000573,18/01/2569 19:27,T01,M,1,55,,QR
NM-000573,18/01/2569 19:27,B02,,1,50,,QR
NM-000574,19/01/2569 07:35,T03,L,100,60,,QR
NM-000575,19/01/2569 07:37,T04,L,1,70,,QR
NM-000576,19/01/2569 07:43,B03,,1,85,,QR
NM-000577,19/01/2569 07:51,T05,M,3,,,CASH
NM-000578,19/01/2569 09:06,C06,M,1,75,,QR
NM-000578,19/01/2569 09:06,B02,,1,50,,QR
NM-000579,19/01/2569 09:47,T01,M,1,55,,QR
NM-000579,19/01/2569 09:47,B02,,1,50,,QR
NM-000580,19/01/2569 09:57,C06,M,-1,75,,QR
NM-000580,19/01/2569 09:57,C05,L,1,80,,QR
NM-000581,19/01/2569 10:01,C01,L,1,65,,QR
NM-000582,19/01/2569 10:05,C04,M,2,65,M0315,QR
NM-000583,19/01/2569 10:15,C05,M,1,70,M0550,CARD
NM-000584,19/01/2569 10:28,C06,M,1,75,,QR
NM-000585,19/01/2569 10:31,C02,M,1,55,M0209,QR
NM-000586,19/01/2569 11:12,B02,,1,50,M0248,QR
NM-000587,19/01/2569 11:33,C04,M,1,65,,QR
NM-000587,19/01/2569 11:33,C01,M,1,55,,QR
NM-000588,19/01/2569 11:40,C03,M,2,65,,CARD
NM-000589,19/01/2569 12:25,T04,L,1,70,M0275,CASH
NM-000590,19/01/2569 12:48,C04,M,1,65,,QR
NM-000591,19/01/2569 12:52,B02,,1,50,M0112,QR
NM-000592,19/01/2569 12:58,T03,S,1,40,M0289,QR
NM-000592,19/01/2569 12:58,B01,,1,55,M0289,QR
NM-000593,19/01/2569 14:18,C03,S,3,55,M0432,QR
NM-000593,19/01/2569 14:18,B03,,1,85,M0432,QR
NM-000593,19/01/2569 14:18,B03,,1,85,M0432,QR
NM-000594,19/01/2569 14:21,T04,S,2,50,,CASH
NM-000594,19/01/2569 14:21,B02,,1,50,,CASH
NM-000595,19/01/2569 14:34,T02,S,1,60,,CASH
NM-000596,19/01/2569 15:00,T03,S,1,40,M0535,CARD
NM-000597,19/01/2569 15:04,C03,L,1,75,M0718,CARD
NM-000597,19/01/2569 15:04,B03,,1,85,M0718,CARD
NM-000598,19/01/2569 15:09,C02,L,1,65,,CASH
NM-000599,19/01/2569 15:12,B01,,1,55,M0800,QR
NM-000600,19/01/2569 16:31,B02,,1,50,,CARD
NM-000601,19/01/2569 17:00,T05,M,1,60,M0233,QR
NM-000602,19/01/2569 19:13,T03,M,1,50,,QR
NM-000603,20/01/2569 07:54,C02,M,1,55,,CARD
NM-000603,20/01/2569 07:54,B01,,1,55,,CARD
NM-000604,20/01/2569 07:58,C02,M,1,55,M9544,QR
NM-000604,20/01/2569 07:58,B01,,1,55,M9544,QR
NM-000605,20/01/2569 08:07,C03,M,1,65,,QR
NM-000605,20/01/2569 08:07,B03,,1,85,,QR
NM-000606,20/01/2569 08:18,B01,,2,55,,QR
NM-000607,20/01/2569 08:21,B01,,3,55,,QR
NM-000608,20/01/2569 08:44,T05,M,1,60,M0669,CASH
NM-000608,20/01/2569 08:44,B02,,1,50,M0669,CASH
NM-000609,20/01/2569 08:46,C03,M,1,,,QR
NM-000609,20/01/2569 08:46,T01,M,1,55,,QR
NM-000610,20/01/2569 08:50,C02,M,2,55,,QR
NM-000610,20/01/2569 08:50,C02,M,2,55,,QR
NM-000610,20/01/2569 08:50,B01,,1,55,,QR
NM-000611,20/01/2569 09:02,C02,S,1,45,M0032,QR
NM-000612,20/01/2569 09:04,B02,,3,50,M0363,QR
NM-000613,20/01/2569 09:41,C03,S,1,55,,QR
NM-000613,20/01/2569 09:41,B03,,1,85,,QR
NM-000614,20/01/2569 09:41,T04,M,1,60,M0618,CARD
NM-000615,20/01/2569 10:39,B01,,2,55,M0265,QR
NM-000616,20/01/2569 10:41,B01,,1,55,,CARD
NM-000617,20/01/2569 10:45,C05,L,1,80,,CASH
NM-000617,20/01/2569 10:45,B04,,1,75,,CASH
NM-000618,20/01/2569 11:00,C05,S,1,60,,QR
NM-000619,20/01/2569 11:12,C02,M,1,55,M0367,CASH
NM-000619,20/01/2569 11:12,B01,,1,55,M0367,CASH
NM-000620,20/01/2569 11:29,C03,L,1,75,,CARD
NM-000620,20/01/2569 11:29,B03,,1,85,,CARD
NM-000621,20/01/2569 11:59,C02,M,1,55,,CASH
NM-000621,20/01/2569 11:59,B01,,1,55,,CASH
NM-000621,20/01/2569 11:59,C03,M,1,65,,CASH
NM-000622,20/01/2569 12:12,B02,,1,50,M0437,CARD
NM-000623,20/01/2569 13:35,C03,L,1,75,,QR
NM-000624,20/01/2569 14:20,B02,,1,50,,CASH
NM-000625,20/01/2569 15:02,B04,,1,75,M0199,QR
